bar,beat,note,chord
1,1,48,F-7
1,2,50,F-7
1,3,51,F-7
1,4,48,F-7
2,1,50,C79#
2,2,41,C79#
2,3,50,C79#
2,4,50,C79#
3,1,48,F-7
3,2,51,F-7
3,3,50,F-7
3,4,47,F-7
4,1,48,F79b
4,2,51,F79b
4,3,37,F79b
4,4,48,F79b
5,1,42,Bb-7
5,2,48,Bb-7
5,3,41,Bb-7
5,4,50,Bb-7
6,1,41,F79#
6,2,44,F79#
6,3,50,F79#
6,4,50,F79#
7,1,41,Bb-7
7,2,41,Bb-7
7,3,37,Bb-7
7,4,37,Bb-7
8,1,50,Bb-7
8,2,50,Bb-7
8,3,50,Bb-7
8,4,50,Bb-7
9,1,41,Dbj7
9,2,41,Dbj7
9,3,51,Dbj7
9,4,48,Dbj7
10,1,50,D-7
10,2,45,D-7
10,3,50,G7
10,4,42,G7
11,1,43,Cj7
11,2,45,Cj7
11,3,47,Cj7
11,4,50,Cj7
12,1,49,C#-7
12,2,37,C#-7
12,3,49,F#7
12,4,43,F#7
13,1,42,Bj7
13,2,49,Bj7
13,3,42,Bj7
13,4,49,Bj7
14,1,42,C-7
14,2,45,C-7
14,3,45,F7
14,4,47,F7
15,1,48,Bbj7
15,2,50,Bbj7
15,3,50,Bbj7
15,4,41,Bbj7
16,1,50,Bbj7
16,2,48,Bbj7
16,3,45,Bbj7
16,4,43,Bbj7
17,1,41,Bb-7
17,2,48,Bb-7
17,3,41,Bb-7
17,4,51,Bb-7
18,1,50,Eb7
18,2,50,Eb7
18,3,34,Eb7
18,4,50,Eb7
19,1,50,Abj7
19,2,43,Abj7
19,3,42,Abj7
19,4,48,Abj7
20,1,50,Gm7b5
20,2,51,Gm7b5
20,3,50,C7
20,4,47,C7
21,1,48,F-7
21,2,51,F-7
21,3,45,F-7
21,4,50,F-7
22,1,48,C79#
22,2,42,C79#
22,3,45,C79#
22,4,44,C79#
23,1,43,F-7
23,2,44,F-7
23,3,44,F-7
23,4,50,F-7
24,1,48,F79b
24,2,50,F79b
24,3,37,F79b
24,4,48,F79b
25,1,41,Bb-7
25,2,50,Bb-7
25,3,50,Bb-7
25,4,50,Bb-7
26,1,50,F79#
26,2,48,F79#
26,3,37,F79#
26,4,41,F79#
27,1,41,Bb-7
27,2,50,Bb-7
27,3,48,Bb-7
27,4,41,Bb-7
28,1,50,Bb-7
28,2,50,Bb-7
28,3,47,Bb-7
28,4,42,Bb-7
29,1,41,Dbj7
29,2,48,Dbj7
29,3,41,Dbj7
29,4,51,Dbj7
30,1,50,Dm7b5
30,2,38,Dm7b5
30,3,38,G7
30,4,37,G7
31,1,37,Cm7b5
31,2,41,Cm7b5
31,3,50,Gb7
31,4,48,Gb7
32,1,50,F7
32,2,48,F7
32,3,47,B7
32,4,50,B7
33,1,48,Bb-7
33,2,50,Bb-7
33,3,50,Bb-7
33,4,50,Bb-7
34,1,48,Eb7
34,2,41,Eb7
34,3,45,Eb7
34,4,45,Eb7
35,1,50,Ab6
35,2,42,Ab6
35,3,42,Ab6
35,4,48,Ab6
36,1,50,Gm7b5
36,2,50,Gm7b5
36,3,50,C7
36,4,47,C7
37,1,48,F-7
37,2,51,F-7
37,3,45,F-7
37,4,37,F-7
38,1,50,C79#
38,2,50,C79#
38,3,50,C79#
38,4,50,C79#
39,1,48,F-7
39,2,51,F-7
39,3,50,F-7
39,4,47,F-7
40,1,48,F79b
40,2,50,F79b
40,3,50,F79b
40,4,50,F79b
41,1,41,Bb-7
41,2,37,Bb-7
41,3,37,Bb-7
41,4,37,Bb-7
42,1,37,F79#
42,2,38,F79#
42,3,37,F79#
42,4,44,F79#
43,1,50,Bb-7
43,2,44,Bb-7
43,3,37,Bb-7
43,4,50,Bb-7
44,1,41,Bb-7
44,2,50,Bb-7
44,3,50,Bb-7
44,4,49,Bb-7
45,1,48,Dbj7
45,2,50,Dbj7
45,3,41,Dbj7
45,4,51,Dbj7
46,1,50,D-7
46,2,41,D-7
46,3,45,G7
46,4,50,G7
47,1,50,Cj7
47,2,45,Cj7
47,3,47,Cj7
47,4,50,Cj7
48,1,44,C#-7
48,2,47,C#-7
48,3,37,F#7
48,4,42,F#7
49,1,42,Bj7
49,2,49,Bj7
49,3,41,Bj7
49,4,49,Bj7
50,1,50,C-7
50,2,42,C-7
50,3,48,F7
50,4,50,F7
51,1,50,Bbj7
51,2,37,Bbj7
51,3,47,Bbj7
51,4,45,Bbj7
52,1,45,Bbj7
52,2,47,Bbj7
52,3,41,Bbj7
52,4,45,Bbj7
53,1,41,Bb-7
53,2,41,Bb-7
53,3,50,Bb-7
53,4,51,Bb-7
54,1,50,Eb7
54,2,50,Eb7
54,3,42,Eb7
54,4,50,Eb7
55,1,50,Abj7
55,2,42,Abj7
55,3,42,Abj7
55,4,48,Abj7
56,1,50,Gm7b5
56,2,48,Gm7b5
56,3,47,C7
56,4,42,C7
57,1,48,F-7
57,2,51,F-7
57,3,50,F-7
57,4,47,F-7
58,1,48,C79#
58,2,37,C79#
58,3,50,C79#
58,4,50,C79#
59,1,50,F-7
59,2,51,F-7
59,3,50,F-7
59,4,47,F-7
60,1,48,F79b
60,2,51,F79b
60,3,37,F79b
60,4,48,F79b
61,1,42,Bb-7
61,2,48,Bb-7
61,3,41,Bb-7
61,4,51,Bb-7
62,1,50,F79#
62,2,50,F79#
62,3,50,F79#
62,4,50,F79#
63,1,41,Bb-7
63,2,51,Bb-7
63,3,50,Bb-7
63,4,49,Bb-7
64,1,48,Bb-7
64,2,50,Bb-7
64,3,41,Bb-7
64,4,50,Bb-7
65,1,41,Dbj7
65,2,41,Dbj7
65,3,51,Dbj7
65,4,51,Dbj7
66,1,50,Dm7b5
66,2,41,Dm7b5
66,3,34,G7
66,4,50,G7
67,1,51,Cm7b5
67,2,43,Cm7b5
67,3,42,Gb7
67,4,49,Gb7
68,1,43,F7
68,2,48,F7
68,3,37,B7
68,4,43,B7
69,1,41,Bb-7
69,2,44,Bb-7
69,3,50,Bb-7
69,4,37,Bb-7
70,1,44,Eb7
70,2,37,Eb7
70,3,37,Eb7
70,4,50,Eb7
71,1,50,Ab6
71,2,43,Ab6
71,3,47,Ab6
71,4,48,Ab6
72,1,50,Gm7b5
72,2,51,Gm7b5
72,3,50,C7
72,4,47,C7
73,1,37,F-7
73,2,51,F-7
73,3,50,F-7
73,4,47,F-7
74,1,48,C79#
74,2,37,C79#
74,3,50,C79#
74,4,50,C79#
75,1,48,F-7
75,2,50,F-7
75,3,50,F-7
75,4,47,F-7
76,1,48,F79b
76,2,51,F79b
76,3,37,F79b
76,4,48,F79b
77,1,42,Bb-7
77,2,48,Bb-7
77,3,44,Bb-7
77,4,48,Bb-7
78,1,41,F79#
78,2,51,F79#
78,3,50,F79#
78,4,49,F79#
79,1,48,Bb-7
79,2,37,Bb-7
79,3,37,Bb-7
79,4,37,Bb-7
80,1,37,Bb-7
80,2,37,Bb-7
80,3,37,Bb-7
80,4,50,Bb-7
81,1,50,Dbj7
81,2,41,Dbj7
