bar,beat,note,chord
81,3,50,Dbj7
81,4,48,Dbj7
82,1,41,D-7
82,2,45,D-7
82,3,50,G7
82,4,42,G7
83,1,42,Cj7
83,2,45,Cj7
83,3,47,Cj7
83,4,50,Cj7
84,1,44,C#-7
84,2,47,C#-7
84,3,48,F#7
84,4,42,F#7
85,1,42,Bj7
85,2,49,Bj7
85,3,41,Bj7
85,4,42,Bj7
86,1,42,C-7
86,2,48,C-7
86,3,50,F7
86,4,50,F7
87,1,48,Bbj7
87,2,41,Bbj7
87,3,45,Bbj7
87,4,48,Bbj7
88,1,41,Bbj7
88,2,50,Bbj7
88,3,50,Bbj7
88,4,48,Bbj7
89,1,41,Bb-7
89,2,48,Bb-7
89,3,41,Bb-7
89,4,50,Bb-7
90,1,50,Eb7
90,2,50,Eb7
90,3,37,Eb7
90,4,37,Eb7
91,1,42,Abj7
91,2,41,Abj7
91,3,50,Abj7
91,4,43,Abj7
92,1,50,Gm7b5
92,2,48,Gm7b5
92,3,47,C7
92,4,43,C7
93,1,37,F-7
93,2,51,F-7
93,3,50,F-7
93,4,41,F-7
94,1,37,C79#
94,2,37,C79#
94,3,50,C79#
94,4,47,C79#
95,1,48,F-7
95,2,50,F-7
95,3,50,F-7
95,4,41,F-7
96,1,41,F79b
96,2,37,F79b
96,3,50,F79b
96,4,50,F79b
97,1,41,Bb-7
97,2,41,Bb-7
97,3,51,Bb-7
97,4,51,Bb-7
98,1,50,F79#
98,2,49,F79#
98,3,48,F79#
98,4,37,F79#
99,1,41,Bb-7
99,2,41,Bb-7
99,3,37,Bb-7
99,4,44,Bb-7
100,1,37,Bb-7
100,2,50,Bb-7
100,3,41,Bb-7
100,4,50,Bb-7
101,1,41,Dbj7
101,2,41,Dbj7
101,3,51,Dbj7
101,4,48,Dbj7
102,1,50,Dm7b5
102,2,41,Dm7b5
102,3,42,G7
102,4,50,G7
103,1,51,Cm7b5
103,2,51,Cm7b5
103,3,37,Gb7
103,4,49,Gb7
104,1,48,F7
104,2,48,F7
104,3,37,B7
104,4,37,B7
105,1,41,Bb-7
105,2,41,Bb-7
105,3,50,Bb-7
105,4,50,Bb-7
106,1,50,Eb7
106,2,41,Eb7
106,3,47,Eb7
106,4,40,Eb7
107,1,50,Ab6
107,2,43,Ab6
107,3,44,Ab6
107,4,45,Ab6
108,1,45,Gm7b5
108,2,47,Gm7b5
108,3,50,C7
108,4,47,C7
109,1,37,F-7
109,2,50,F-7
109,3,50,F-7
