bar,beat,note,chord
1,1,48,Fj7
1,2,50,Fj7
1,3,50,Fj7
1,4,48,Fj7
2,1,47,Em7b5
2,2,50,Em7b5
2,3,37,A79b
2,4,50,A79b
3,1,48,D-7
3,2,47,D-7
3,3,45,G7
3,4,44,G7
4,1,43,C-7
4,2,50,C-7
4,3,48,F7
4,4,49,F7
5,1,50,Bb7
5,2,50,Bb7
5,3,50,Bb7
5,4,37,Bb7
6,1,37,Bb-7
6,2,37,Bb-7
6,3,37,Eb7
6,4,50,Eb7
7,1,47,A-7
7,2,50,A-7
7,3,37,D7
7,4,47,D7
8,1,34,Ab-7
8,2,50,Ab-7
8,3,51,Db7
8,4,44,Db7
9,1,45,G-7
9,2,50,G-7
9,3,50,G-7
9,4,48,G-7
10,1,47,C7
10,2,45,C7
10,3,43,C7
10,4,37,C7
11,1,37,Fj7
11,2,48,Fj7
11,3,42,D-7
11,4,43,D-7
12,1,50,G-7
12,2,48,G-7
12,3,37,C7
12,4,37,C7
13,1,37,Fj7
13,2,37,Fj7
13,3,37,Fj7
13,4,38,Fj7
14,1,38,Em7b5
14,2,50,Em7b5
14,3,37,A79b
14,4,37,A79b
15,1,37,D-7
15,2,37,D-7
15,3,37,G7
15,4,50,G7
16,1,50,C-7
16,2,38,C-7
16,3,37,F7
16,4,51,F7
17,1,51,Bb7
17,2,37,Bb7
17,3,37,Bb7
17,4,38,Bb7
18,1,37,Bb-7
18,2,50,Bb-7
18,3,50,Eb7
18,4,34,Eb7
19,1,47,A-7
19,2,40,A-7
19,3,47,D7
19,4,50,D7
20,1,51,Ab-7
20,2,37,Ab-7
20,3,50,Db7
20,4,37,Db7
21,1,50,G-7
21,2,50,G-7
21,3,50,G-7
21,4,37,G-7
22,1,37,C7
22,2,37,C7
22,3,37,C7
22,4,37,C7
23,1,37,Fj7
23,2,50,Fj7
23,3,37,D-7
23,4,40,D-7
24,1,40,G-7
24,2,42,G-7
24,3,43,C7
24,4,37,C7
25,1,51,Fj7
25,2,45,Fj7
25,3,43,Fj7
25,4,48,Fj7
26,1,47,Em7b5
26,2,47,Em7b5
26,3,37,A79b
26,4,37,A79b
27,1,45,D-7
27,2,50,D-7
27,3,51,G7
27,4,43,G7
28,1,43,C-7
28,2,50,C-7
28,3,49,F7
28,4,42,F7
29,1,37,Bb7
29,2,48,Bb7
29,3,50,Bb7
29,4,50,Bb7
30,1,37,Bb-7
30,2,49,Bb-7
30,3,49,Eb7
30,4,34,Eb7
31,1,50,A-7
31,2,37,A-7
31,3,47,D7
31,4,50,D7
32,1,51,Ab-7
32,2,50,Ab-7
32,3,50,Db7
32,4,37,Db7
33,1,50,G-7
33,2,50,G-7
33,3,51,G-7
33,4,50,G-7
34,1,50,C7
34,2,50,C7
34,3,37,C7
34,4,37,C7
35,1,50,Fj7
35,2,48,Fj7
35,3,47,D-7
35,4,45,D-7
36,1,43,G-7
36,2,38,G-7
36,3,37,C7
36,4,50,C7
37,1,48,Fj7
37,2,37,Fj7
37,3,50,Fj7
