bar,beat,note,chord
1,1,38,G7
1,2,50,G7
1,3,40,G7
1,4,43,G7
2,1,43,C7
2,2,47,C7
2,3,48,C7
2,4,37,C7
3,1,38,G7
3,2,38,G7
3,3,35,G7
3,4,35,G7
4,1,40,C7
4,2,40,C7
4,3,45,C7
4,4,38,C7
5,1,38,G7
5,2,38,G7
5,3,38,G7
5,4,42,G7
6,1,43,C7
6,2,43,C7
6,3,43,C7
6,4,44,C7
7,1,45,G7
7,2,45,G7
7,3,47,G7
7,4,47,G7
8,1,40,C7
8,2,40,C7
8,3,45,C7
8,4,38,C7
9,1,38,G7
9,2,50,G7
9,3,38,G7
9,4,42,G7
10,1,43,C7
10,2,47,C7
10,3,48,C7
10,4,49,C7
11,1,38,G7
11,2,38,G7
11,3,38,G7
11,4,38,G7
12,1,40,C7
12,2,40,C7
12,3,45,C7
12,4,39,C7
13,1,38,G7
13,2,38,G7
13,3,42,G7
13,4,43,G7
14,1,43,C7
14,2,40,C7
14,3,43,C7
14,4,44,C7
15,1,45,G7
15,2,40,G7
15,3,47,G7
15,4,47,G7
16,1,40,C7
16,2,38,C7
16,3,40,C7
16,4,39,C7
17,1,38,G7
17,2,38,G7
17,3,42,G7
17,4,43,G7
18,1,43,C7
18,2,43,C7
18,3,47,C7
18,4,49,C7
19,1,50,G7
19,2,38,G7
19,3,38,G7
19,4,40,G7
20,1,43,C7
20,2,40,C7
20,3,45,C7
20,4,38,C7
21,1,38,G7
21,2,38,G7
21,3,42,G7
21,4,43,G7
22,1,43,C7
22,2,47,C7
22,3,38,C7
22,4,38,C7
23,1,50,G7
23,2,50,G7
23,3,47,G7
23,4,40,G7
24,1,40,C7
24,2,45,C7
24,3,45,C7
24,4,47,C7
25,1,38,G7
25,2,38,G7
25,3,42,G7
25,4,42,G7
26,1,43,C7
26,2,43,C7
26,3,44,C7
26,4,45,C7
27,1,38,G7
27,2,38,G7
27,3,38,G7
27,4,38,G7
28,1,43,C7
28,2,44,C7
28,3,45,C7
28,4,38,C7
29,1,38,G7
29,2,38,G7
29,3,42,G7
29,4,43,G7
30,1,43,C7
30,2,43,C7
30,3,47,C7
30,4,37,C7
31,1,38,G7
31,2,50,G7
31,3,42,G7
31,4,43,G7
32,1,43,C7
32,2,44,C7
32,3,45,C7
32,4,37,C7
33,1,50,G7
33,2,38,G7
33,3,38,G7
33,4,42,G7
34,1,43,C7
34,2,47,C7
34,3,48,C7
34,4,49,C7
35,1,50,G7
35,2,38,G7
35,3,38,G7
35,4,50,G7
36,1,43,C7
36,2,47,C7
36,3,48,C7
36,4,37,C7
37,1,38,G7
37,2,38,G7
37,3,42,G7
37,4,43,G7
38,1,43,C7
38,2,40,C7
38,3,48,C7
38,4,37,C7
39,1,38,G7
39,2,50,G7
39,3,45,G7
39,4,43,G7
40,1,43,C7
40,2,47,C7
40,3,38,C7
40,4,38,C7
41,1,38,G7
41,2,38,G7
41,3,38,G7
41,4,43,G7
42,1,43,C7
42,2,47,C7
42,3,47,C7
42,4,48,C7
43,1,38,G7
43,2,38,G7
43,3,37,G7
43,4,43,G7
44,1,43,C7
44,2,38,C7
44,3,38,C7
44,4,37,C7
45,1,38,G7
45,2,38,G7
45,3,44,G7
45,4,43,G7
46,1,43,C7
46,2,35,C7
46,3,47,C7
46,4,37,C7
47,1,38,G7
47,2,40,G7
47,3,38,G7
47,4,43,G7
48,1,43,C7
48,2,47,C7
48,3,40,C7
48,4,37,C7
49,1,50,G7
