bar,beat,note,chord
1,1,41,Bb7
1,2,42,Bb7
1,3,42,Bb7
1,4,45,Bb7
2,1,45,Eb7
2,2,47,Eb7
2,3,48,Eb7
2,4,37,Eb7
3,1,50,Bb7
3,2,37,Bb7
3,3,51,Bb7
3,4,50,Bb7
4,1,43,Bb7
4,2,42,Bb7
4,3,41,Bb7
4,4,47,Bb7
5,1,47,Eb7
5,2,50,Eb7
5,3,48,Eb7
5,4,51,Eb7
6,1,37,Eb7
6,2,47,Eb7
6,3,47,Eb7
6,4,50,Eb7
7,1,48,Bb7
7,2,45,Bb7
7,3,45,Bb7
7,4,47,Bb7
8,1,48,D-7
8,2,40,D-7
8,3,45,G7
8,4,42,G7
9,1,43,C-7
9,2,45,C-7
9,3,45,C-7
9,4,47,C-7
10,1,48,F7
10,2,50,F7
10,3,51,F7
10,4,52,F7
11,1,37,Bb7
11,2,45,Bb7
11,3,50,Bb7
11,4,42,Bb7
12,1,50,C-7
12,2,49,C-7
12,3,48,F7
12,4,43,F7
13,1,37,Bb7
13,2,37,Bb7
13,3,37,Bb7
13,4,37,Bb7
14,1,37,Eb7
14,2,37,Eb7
14,3,48,Eb7
14,4,43,Eb7
15,1,50,Bb7
15,2,37,Bb7
15,3,38,Bb7
15,4,37,Bb7
16,1,44,Bb7
16,2,37,Bb7
16,3,37,Bb7
16,4,37,Bb7
17,1,37,Eb7
17,2,37,Eb7
17,3,37,Eb7
17,4,43,Eb7
18,1,50,Eb7
18,2,42,Eb7
18,3,43,Eb7
18,4,49,Eb7
19,1,48,Bb7
19,2,45,Bb7
19,3,45,Bb7
19,4,47,Bb7
20,1,48,D-7
20,2,40,D-7
20,3,45,G7
20,4,50,G7
21,1,43,C-7
21,2,43,C-7
21,3,37,C-7
21,4,49,C-7
22,1,48,F7
22,2,48,F7
22,3,49,F7
22,4,37,F7
23,1,41,Bb7
23,2,42,Bb7
23,3,43,Bb7
23,4,45,Bb7
24,1,45,C-7
24,2,47,C-7
24,3,48,F7
24,4,49,F7
25,1,49,Bb7
25,2,45,Bb7
25,3,45,Bb7
25,4,47,Bb7
26,1,48,Eb7
26,2,50,Eb7
26,3,51,Eb7
26,4,52,Eb7
27,1,37,Bb7
27,2,52,Bb7
27,3,51,Bb7
27,4,50,Bb7
28,1,43,Bb7
28,2,42,Bb7
