bar,beat,note,chord
1,1,45,Eb-7
1,2,45,Eb-7
1,3,41,Bb79b
1,4,41,Bb79b
2,1,45,Eb-7
2,2,45,Eb-7
2,3,45,D7
2,4,33,D7
3,1,44,Dbj7
3,2,44,Dbj7
3,3,37,Gb7
3,4,49,Gb7
4,1,48,F-7
4,2,41,F-7
4,3,47,Eo7
4,4,47,Eo7
5,1,42,Eb-7
5,2,45,Eb-7
5,3,41,Eb-7
5,4,45,Eb-7
6,1,43,Cm7b5
6,2,48,Cm7b5
6,3,42,F7
6,4,48,F7
7,1,41,Bb-7
7,2,45,Bb-7
7,3,51,Eb-7
7,4,33,Ab7
8,1,44,Db6
8,2,44,Db6
8,3,47,Fm7b5
8,4,47,Bb7
9,1,42,Eb-7
9,2,42,Eb-7
9,3,48,Bb79b
9,4,41,Bb79b
10,1,45,Eb-7
10,2,50,Eb-7
10,3,51,D7
10,4,45,D7
11,1,44,Dbj7
11,2,44,Dbj7
11,3,37,Gb7
11,4,37,Gb7
12,1,48,F-7
12,2,48,F-7
12,3,47,Eo7
12,4,47,Eo7
13,1,42,Eb-7
13,2,41,Eb-7
13,3,37,Eb-7
13,4,42,Eb-7
14,1,43,Cm7b5
14,2,43,Cm7b5
14,3,48,F7
14,4,48,F7
15,1,41,Bb-7
15,2,42,Bb-7
15,3,51,Eb-7
15,4,45,Ab7
16,1,44,Db
16,2,44,Db
16,3,47,A7
16,4,40,A7
17,1,33,Dj7
17,2,45,Dj7
17,3,47,E-7
17,4,47,E-7
18,1,37,F#-7
18,2,49,F#-7
18,3,50,G-7
18,4,50,G-7
19,1,37,F#-7
19,2,49,B-7
19,3,47,E-7
19,4,40,A7
20,1,45,Dj7
20,2,37,Dj7
20,3,45,Dj7
20,4,40,Dj7
21,1,48,D-7
21,2,47,D-7
21,3,50,G7
21,4,44,G7
22,1,43,Cj7
22,2,48,Cj7
22,3,47,Ebo7
22,4,40,Ebo7
23,1,45,D-7
23,2,52,D-7
23,3,50,G7
23,4,50,G7
24,1,43,C7
24,2,42,C7
24,3,41,Bb7
24,4,47,Bb7
25,1,45,Eb-7
25,2,45,Eb-7
25,3,48,Bb79b
25,4,48,Bb79b
26,1,37,Eb-7
26,2,51,Eb-7
26,3,45,D7
26,4,45,D7
27,1,44,Dbj7
27,2,44,Dbj7
27,3,49,Gb7
27,4,49,Gb7
28,1,48,F-7
28,2,48,F-7
28,3,47,Eo7
28,4,40,Eo7
29,1,37,Eb-7
29,2,42,Eb-7
29,3,41,Eb-7
29,4,41,Eb-7
30,1,43,Cm7b5
30,2,43,Cm7b5
30,3,48,F7
30,4,37,F7
31,1,41,Bb-7
31,2,45,Eb7
31,3,51,Eb-7
31,4,51,Ab7
32,1,44,Db6
32,2,44,Db6
32,3,40,Db6
32,4,47,A7
33,1,45,Dj7
33,2,45,Dj7
33,3,47,E-7
33,4,47,E-7
34,1,49,F#-7
34,2,49,F#-7
34,3,50,G-7
34,4,47,G-7
35,1,37,F#-7
35,2,45,B-7
35,3,47,E-7
35,4,40,A7
36,1,45,Dj7
36,2,40,Dj7
36,3,52,Dj7
36,4,45,Dj7
37,1,48,D-7
37,2,45,D-7
37,3,50,G7
37,4,44,G7
38,1,43,Cj7
38,2,48,Cj7
38,3,47,Ebo7
38,4,42,Ebo7
39,1,45,D-7
39,2,40,D-7
39,3,50,G7
39,4,44,G7
40,1,43,C7
40,2,42,B7
40,3,41,Bb7
40,4,47,Bb7
41,1,45,Eb-7
41,2,42,Eb-7
41,3,41,Bb79b
41,4,41,Bb79b
42,1,45,Eb-7
42,2,42,Eb-7
42,3,33,D7
42,4,45,D7
43,1,44,Dbj7
43,2,44,Dbj7
43,3,37,Gb7
43,4,37,Gb7
44,1,48,F-7
44,2,48,F-7
44,3,47,Eo7
44,4,47,Eo7
45,1,42,Eb-7
45,2,45,Eb-7
45,3,41,Eb-7
45,4,45,Eb-7
46,1,43,Cm7b5
46,2,43,Cm7b5
46,3,42,F7
46,4,48,F7
47,1,41,Bb-7
47,2,45,Ao7
47,3,44,Db69
