bar,beat,note,chord
1,1,37,C7
1,2,43,C7
1,3,38,C7
1,4,43,C7
2,1,52,F7
2,2,48,F7
2,3,49,F7
2,4,51,F7
3,1,50,C7
3,2,47,C7
3,3,48,C7
3,4,45,C7
4,1,47,C7
4,2,50,C7
4,3,43,C7
4,4,49,C7
5,1,48,F7
5,2,48,F7
5,3,43,F7
5,4,51,F7
6,1,52,F7
6,2,43,F7
6,3,47,F7
6,4,48,F7
7,1,50,C7
7,2,47,C7
7,3,45,C7
7,4,48,C7
8,1,47,E-7
8,2,47,E-7
8,3,40,A7
8,4,47,A7
9,1,45,D-7
9,2,48,D-7
9,3,52,D-7
9,4,45,D-7
10,1,50,G7
10,2,38,G7
10,3,38,G7
10,4,44,G7
11,1,43,C7
11,2,51,C7
11,3,37,C7
11,4,43,C7
12,1,44,D-7
12,2,43,D-7
12,3,43,G7
12,4,44,G7
13,1,43,C7
13,2,37,C7
13,3,52,C7
13,4,50,C7
14,1,48,F7
14,2,43,F7
14,3,49,F7
14,4,52,F7
15,1,50,C7
15,2,47,C7
15,3,45,C7
15,4,48,C7
16,1,47,C7
16,2,45,C7
16,3,43,C7
16,4,47,C7
17,1,48,F7
17,2,50,F7
17,3,52,F7
17,4,38,F7
18,1,43,F7
18,2,43,F7
18,3,37,F7
18,4,51,F7
19,1,50,C7
19,2,50,C7
19,3,48,C7
19,4,48,C7
20,1,47,E-7
20,2,47,E-7
20,3,37,A7
20,4,47,A7
21,1,45,D-7
21,2,48,D-7
21,3,52,D-7
21,4,45,D-7
22,1,50,G7
22,2,37,G7
22,3,40,G7
22,4,44,G7
23,1,43,C7
23,2,44,C7
23,3,38,C7
23,4,38,C7
24,1,43,D-
24,2,38,D-
24,3,44,C7
24,4,43,C7
25,1,43,C7
25,2,37,C7
25,3,43,C7
25,4,44,C7
26,1,43,F7
