bar,beat,note,chord
1,1,47,E-7
1,2,47,E-7
1,3,41,E-7
1,4,41,E-7
2,1,38,A7
2,2,38,A7
2,3,34,A7
2,4,47,A7
3,1,45,Dj7
3,2,45,Dj7
3,3,37,Dj7
3,4,42,Dj7
4,1,50,Dj7
4,2,50,Dj7
4,3,48,Dj7
4,4,47,Dj7
5,1,45,D-7
5,2,45,D-7
5,3,42,D-7
5,4,43,D-7
6,1,38,G7
6,2,38,G7
6,3,38,G7
6,4,37,G7
7,1,43,Cj7
7,2,43,Cj7
7,3,42,Cj7
7,4,50,Cj7
8,1,50,Cj7
8,2,48,Cj7
8,3,47,Cj7
8,4,50,Cj7
9,1,43,C-7
9,2,45,C-7
9,3,45,C-7
9,4,50,C-7
10,1,48,F7
10,2,50,F7
10,3,38,F7
10,4,48,F7
11,1,41,Bbj7
11,2,41,Bbj7
11,3,40,Bbj7
11,4,50,Bbj7
12,1,51,Ebj7
12,2,50,Ebj7
12,3,48,Ebj7
12,4,48,Ebj7
13,1,42,E-7
13,2,47,E-7
13,3,41,E-7
13,4,41,E-7
14,1,50,F7
14,2,51,F7
14,3,47,F7
14,4,43,F7
15,1,42,Bbj7
15,2,50,Bbj7
15,3,38,Bbj7
15,4,38,Bbj7
16,1,42,E-7
16,2,47,E-7
16,3,37,A79#
16,4,38,A79#
17,1,45,E-7
17,2,45,E-7
17,3,47,E-7
17,4,42,E-7
18,1,40,A7
18,2,47,A7
18,3,45,A7
18,4,45,A7
19,1,45,Dj7
19,2,45,Dj7
19,3,45,Dj7
19,4,47,Dj7
20,1,49,Dj7
20,2,49,Dj7
20,3,47,Dj7
20,4,38,Dj7
21,1,45,D-7
21,2,45,D-7
21,3,43,D-7
21,4,43,D-7
22,1,42,G7
22,2,42,G7
22,3,38,G7
22,4,42,G7
23,1,43,Cj7
23,2,43,Cj7
23,3,47,Cj7
23,4,42,Cj7
24,1,45,Cj7
24,2,42,Cj7
24,3,42,Cj7
24,4,50,Cj7
25,1,43,C-7
25,2,45,C-7
25,3,34,C-7
25,4,47,C-7
26,1,48,F7
26,2,38,F7
26,3,51,F7
26,4,51,F7
27,1,41,Bbj7
27,2,41,Bbj7
27,3,41,Bbj7
27,4,50,Bbj7
28,1,50,Ebj7
28,2,50,Ebj7
28,3,48,Ebj7
28,4,48,Ebj7
29,1,47,E-7
29,2,47,E-7
29,3,42,E-7
29,4,50,E-7
30,1,50,A7
30,2,42,A7
30,3,43,A7
30,4,42,A7
31,1,45,Dj7
31,2,43,Dj7
31,3,42,Dj7
31,4,42,Dj7
32,1,38,E-7
32,2,37,E-7
32,3,37,A79#
32,4,38,A79#
33,1,47,E-7
33,2,47,E-7
33,3,42,E-7
33,4,42,E-7
34,1,51,A7
34,2,38,A7
34,3,34,A7
34,4,34,A7
35,1,45,Dj7
35,2,45,Dj7
35,3,47,Dj7
35,4,50,Dj7
36,1,50,Dj7
36,2,37,Dj7
36,3,47,Dj7
36,4,38,Dj7
37,1,45,D-7
37,2,45,D-7
37,3,43,D-7
37,4,43,D-7
38,1,42,G7
38,2,42,G7
38,3,38,G7
38,4,38,G7
39,1,43,Cj7
39,2,43,Cj7
39,3,47,Cj7
39,4,51,Cj7
40,1,45,Cj7
40,2,50,Cj7
40,3,39,Cj7
40,4,37,Cj7
41,1,42,C-7
41,2,50,C-7
41,3,50,C-7
41,4,42,C-7
42,1,48,F7
42,2,50,F7
42,3,51,F7
42,4,48,F7
43,1,41,Bbj7
43,2,41,Bbj7
43,3,50,Bbj7
43,4,50,Bbj7
44,1,50,Ebj7
44,2,50,Ebj7
44,3,48,Ebj7
44,4,48,Ebj7
45,1,47,E-7
45,2,47,E-7
45,3,50,E-7
45,4,50,E-7
46,1,48,F7
46,2,48,F7
46,3,48,F7
46,4,37,F7
47,1,40,Bbj7
47,2,42,Bbj7
47,3,43,Bbj7
47,4,47,Bbj7
48,1,42,E-7
48,2,50,E-7
48,3,37,A79#
48,4,47,A79#
49,1,45,E-7
49,2,45,E-7
49,3,45,E-7
49,4,47,E-7
50,1,42,A7
50,2,37,A7
50,3,38,A7
50,4,38,A7
51,1,45,Dj7
51,2,42,Dj7
51,3,42,Dj7
51,4,41,Dj7
52,1,40,Dj7
52,2,50,Dj7
52,3,49,Dj7
52,4,38,Dj7
53,1,45,D-7
53,2,45,D-7
