bar,beat,note,chord
1,1,43,C-
1,2,42,C-
1,3,41,Eb7
1,4,41,Eb7
2,1,52,Am7b5
2,2,52,Am7b5
2,3,51,Ab7
2,4,51,Ab7
3,1,52,C-
3,2,50,C-
3,3,49,Ab7
3,4,40,Ab7
4,1,45,Dm7b5
4,2,39,Dm7b5
4,3,38,G7
4,4,44,G7
5,1,43,C-
5,2,42,C-
5,3,41,Eb7
5,4,41,Eb7
6,1,52,Am7b5
6,2,40,Am7b5
6,3,39,Ab7
6,4,43,Ab7
7,1,45,Dm7b5
7,2,39,Dm7b5
7,3,38,G+7
7,4,44,G+7
8,1,43,C-
8,2,34,C-
8,3,45,G+79
8,4,50,G+79
9,1,43,C-
9,2,42,C-
9,3,41,Eb7
9,4,50,Eb7
10,1,52,Am7b5
10,2,40,Am7b5
10,3,39,Ab7
10,4,39,Ab7
11,1,40,C-
11,2,40,C-
11,3,45,Ab7
11,4,40,Ab7
12,1,45,Dm7b5
12,2,45,Dm7b5
12,3,50,G7
12,4,50,G7
13,1,43,C-
13,2,42,C-
13,3,41,Eb7
13,4,41,Eb7
14,1,52,Am7b5
14,2,40,Am7b5
14,3,39,Ab7
14,4,43,Ab7
15,1,45,Dm7b5
15,2,37,Dm7b5
15,3,38,G+7
15,4,42,G+7
16,1,43,C-
16,2,45,C-
16,3,50,C-
16,4,45,C-
17,1,45,C-7
17,2,50,G7
17,3,43,C-
17,4,40,C-
18,1,52,G-7
18,2,49,D7
18,3,50,G-7
18,4,52,G-7
19,1,40,C-7
19,2,43,C-7
19,3,45,Ab7
19,4,40,Ab7
20,1,45,Dm7b5
20,2,48,Dm7b5
20,3,38,G7
20,4,38,G7
21,1,40,C-7
21,2,45,G7
21,3,43,C-
21,4,41,C-
22,1,40,G-7
22,2,45,D7
22,3,38,G-7
22,4,41,G-7
23,1,45,Dm7b5
23,2,43,Dm7b5
23,3,42,G79
23,4,38,G79
24,1,43,C-
24,2,45,C-
24,3,45,G79
24,4,50,G79
25,1,43,C-
25,2,42,C-
25,3,42,Eb7
25,4,51,Eb7
26,1,52,Am7b5
26,2,40,Am7b5
26,3,51,Ab7
26,4,41,Ab7
27,1,52,C-
27,2,50,C-
27,3,37,Ab7
27,4,40,Ab7
28,1,45,Dm7b5
28,2,43,Dm7b5
28,3,42,G7
28,4,38,G7
29,1,43,C-
29,2,42,C-
29,3,41,Eb7
29,4,39,Eb7
30,1,40,Am7b5
30,2,38,Am7b5
30,3,39,Ab7
30,4,43,Ab7
31,1,45,Dm7b5
31,2,51,Dm7b5
31,3,50,G+7
31,4,42,G+7
32,1,43,C-
32,2,45,C-
32,3,45,G79
32,4,38,G79
33,1,43,C-
33,2,43,C-
33,3,34,Eb7
33,4,37,Eb7
34,1,52,Am7b5
34,2,38,Am7b5
34,3,51,Ab7
34,4,51,Ab7
35,1,52,C-
35,2,50,C-
35,3,49,Ab7
35,4,45,Ab7
36,1,45,Dm7b5
36,2,51,Dm7b5
36,3,50,G7
36,4,33,G7
37,1,33,C-
37,2,42,C-
37,3,41,Eb7
37,4,41,Eb7
38,1,52,Am7b5
38,2,40,Am7b5
38,3,40,Ab7
38,4,38,Ab7
39,1,45,Dm7b5
39,2,48,Dm7b5
39,3,38,G+7
39,4,42,G+7
40,1,43,C-
40,2,40,C-
40,3,45,C-
40,4,50,C-
41,1,43,C-7
41,2,42,G7
41,3,41,C-
41,4,41,C-
42,1,52,G-7
42,2,40,D7
42,3,39,G-7
42,4,43,G-7
43,1,40,C-7
43,2,42,C-7
43,3,45,Ab7
43,4,52,Ab7
44,1,45,Dm7b5
44,2,48,Dm7b5
44,3,50,G7
44,4,42,G7
45,1,37,C-7
45,2,45,G7
45,3,43,C-
45,4,41,C-
46,1,38,G-7
46,2,40,D7
46,3,51,G-7
46,4,45,G-7
47,1,45,Dm7b5
47,2,43,Dm7b5
47,3,42,G79
47,4,38,G79
48,1,43,C-
48,2,38,C-
48,3,48,G79
48,4,43,G79
49,1,45,C-
49,2,50,C-
49,3,43,Eb7
49,4,41,Eb7
50,1,52,Am7b5
50,2,45,Am7b5
50,3,50,Ab7
50,4,51,Ab7
51,1,52,C-
51,2,40,C-
51,3,45,Ab7
51,4,52,Ab7
52,1,45,Dm7b5
52,2,43,Dm7b5
52,3,42,G7
52,4,38,G7
53,1,45,C-
53,2,42,C-
53,3,43,Eb7
53,4,41,Eb7
54,1,40,Am7b5
54,2,37,Am7b5
54,3,38,Ab7
54,4,45,Ab7
55,1,39,Dm7b5
55,2,39,Dm7b5
55,3,38,G+7
55,4,42,G+7
56,1,43,C-
56,2,40,C-
56,3,45,G79
56,4,50,G79
57,1,42,C-
57,2,43,C-
57,3,41,Eb7
57,4,41,Eb7
58,1,52,Am7b5
58,2,52,Am7b5
58,3,51,Ab7
58,4,51,Ab7
59,1,52,C-
59,2,50,C-
59,3,37,Ab7
59,4,40,Ab7
60,1,45,Dm7b5
60,2,43,Dm7b5
60,3,42,G7
60,4,50,G7
61,1,50,C-
61,2,43,C-
61,3,41,Eb7
61,4,50,Eb7
62,1,52,Am7b5
62,2,40,Am7b5
62,3,40,Ab7
62,4,42,Ab7
63,1,33,Dm7b5
63,2,43,Dm7b5
63,3,42,G+7
63,4,38,G+7
64,1,43,C-
64,2,45,C-
64,3,45,C-
64,4,50,C-
65,1,43,NC
65,2,43,NC
65,3,41,NC
65,4,41,NC
