bar,beat,note,chord
1,1,43,Cj7
1,2,43,Cj7
1,3,37,Cj7
1,4,37,Cj7
2,1,35,E-7
2,2,35,E-7
2,3,40,A7
2,4,34,A7
3,1,45,D-7
3,2,45,D-7
3,3,50,G7
3,4,42,G7
4,1,43,Cj7
4,2,43,Cj7
4,3,50,Cj7
4,4,42,Cj7
5,1,43,Cj7
5,2,43,Cj7
5,3,48,Cj7
5,4,48,Cj7
6,1,47,E-7
6,2,47,E-7
6,3,52,A7
6,4,34,A7
7,1,45,D-7
7,2,45,D-7
7,3,47,D-7
7,4,49,D-7
8,1,38,G7
8,2,38,G7
8,3,50,G7
8,4,42,G7
9,1,43,C7
9,2,43,C7
9,3,50,C7
9,4,42,C7
10,1,43,C7
10,2,43,C7
10,3,45,C7
10,4,47,C7
11,1,48,F7
11,2,48,F7
11,3,42,F7
11,4,48,F7
12,1,41,Bb7
12,2,41,Bb7
12,3,48,Bb7
12,4,50,Bb7
13,1,43,Cj7
13,2,43,Cj7
13,3,48,Cj7
13,4,48,Cj7
14,1,47,E-7
14,2,41,E-7
14,3,40,A7
14,4,40,A7
15,1,45,D-7
15,2,45,D-7
15,3,38,G7
15,4,42,G7
16,1,43,Cj7
16,2,43,Cj7
16,3,40,Cj7
16,4,44,Cj7
17,1,50,Cj7
17,2,43,Cj7
17,3,48,Cj7
17,4,48,Cj7
18,1,47,E-7
18,2,47,E-7
18,3,52,A7
18,4,34,A7
19,1,45,D-7
19,2,45,D-7
19,3,50,G7
19,4,38,G7
20,1,43,Cj7
20,2,43,Cj7
20,3,38,Cj7
20,4,42,Cj7
21,1,43,Cj7
21,2,43,Cj7
21,3,37,Cj7
21,4,37,Cj7
22,1,35,E-7
22,2,41,E-7
22,3,40,A7
22,4,40,A7
23,1,45,D-7
23,2,45,D-7
23,3,52,D-7
23,4,51,D-7
24,1,50,G7
24,2,50,G7
24,3,40,G7
24,4,42,G7
25,1,43,C7
25,2,43,C7
25,3,50,C7
25,4,44,C7
26,1,43,C7
26,2,43,C7
26,3,45,C7
26,4,47,C7
27,1,48,F7
27,2,48,F7
27,3,48,F7
27,4,47,F7
28,1,41,Bb7
28,2,41,Bb7
28,3,48,Bb7
28,4,50,Bb7
29,1,43,Cj7
29,2,43,Cj7
29,3,48,Cj7
29,4,50,Cj7
30,1,47,E-7
30,2,47,E-7
30,3,40,A7
30,4,42,A7
31,1,45,D-7
31,2,51,D-7
31,3,50,G7
31,4,44,G7
32,1,43,Cj7
32,2,37,Cj7
32,3,38,Cj7
32,4,42,Cj7
33,1,43,Cj7
33,2,37,Cj7
33,3,37,Cj7
33,4,42,Cj7
34,1,47,E-7
34,2,41,E-7
34,3,40,A7
34,4,34,A7
35,1,45,D-7
35,2,51,D-7
35,3,50,G7
35,4,44,G7
36,1,43,Cj7
36,2,49,Cj7
36,3,50,Cj7
36,4,42,Cj7
37,1,50,Cj7
37,2,43,Cj7
37,3,37,Cj7
37,4,48,Cj7
38,1,47,E-7
38,2,41,E-7
38,3,40,A7
38,4,44,A7
39,1,45,D-7
39,2,47,D-7
39,3,48,D-7
39,4,49,D-7
40,1,38,G7
40,2,40,G7
40,3,41,G7
40,4,42,G7
41,1,43,C7
41,2,44,C7
41,3,44,C7
41,4,44,C7
42,1,50,C7
42,2,44,C7
42,3,45,C7
42,4,47,C7
43,1,48,F7
43,2,40,F7
43,3,43,F7
43,4,42,F7
44,1,41,Bb7
44,2,48,Bb7
44,3,41,Bb7
44,4,50,Bb7
45,1,43,Cj7
45,2,37,Cj7
45,3,37,Cj7
45,4,42,Cj7
46,1,47,E-7
46,2,41,E-7
46,3,40,A7
46,4,44,A7
47,1,42,D-7
47,2,51,D-7
47,3,50,G7
47,4,44,G7
48,1,40,Cj7
48,2,51,Cj7
48,3,50,Cj7
48,4,44,Cj7
49,1,43,Cj7
49,2,47,Cj7
49,3,48,Cj7
49,4,41,Cj7
