bar,beat,note,chord
1,1,48,Fsus7
1,2,38,Fsus7
1,3,48,Fsus7
1,4,47,Fsus7
2,1,37,Bbsus7
2,2,40,Bbsus7
2,3,41,Bbsus7
2,4,48,Bbsus7
3,1,47,Fsus7
3,2,37,Fsus7
3,3,37,Fsus7
3,4,37,Fsus7
4,1,40,Fsus7
4,2,41,Fsus7
4,3,42,Fsus7
4,4,50,Fsus7
5,1,41,Bbsus7
5,2,41,Bbsus7
5,3,51,Bbsus7
5,4,45,Bbsus7
6,1,45,Bbsus7
6,2,34,Bbsus7
6,3,47,Bbsus7
6,4,47,Bbsus7
7,1,47,Fsus7
7,2,37,Fsus7
7,3,38,Fsus7
7,4,40,Fsus7
8,1,40,Fsus7
8,2,41,Fsus7
8,3,50,Fsus7
8,4,50,Fsus7
9,1,43,Csus7
9,2,50,Csus7
9,3,50,Csus7
9,4,41,Csus7
10,1,41,Bbsus7
10,2,42,Bbsus7
10,3,43,Bbsus7
10,4,50,Bbsus7
11,1,48,Fsus7
11,2,38,Fsus7
11,3,37,Fsus7
11,4,37,Fsus7
12,1,50,Fsus7
12,2,40,Fsus7
12,3,41,Fsus7
12,4,42,Fsus7
13,1,48,Fsus7
13,2,47,Fsus7
13,3,47,Fsus7
13,4,47,Fsus7
14,1,40,Bbsus7
14,2,41,Bbsus7
14,3,50,Bbsus7
14,4,44,Bbsus7
15,1,48,Fsus7
15,2,37,Fsus7
15,3,37,Fsus7
15,4,40,Fsus7
16,1,40,Fsus7
16,2,41,Fsus7
16,3,42,Fsus7
16,4,50,Fsus7
17,1,48,Bbsus7
17,2,50,Bbsus7
17,3,37,Bbsus7
17,4,37,Bbsus7
18,1,37,Bbsus7
18,2,45,Bbsus7
18,3,34,Bbsus7
18,4,50,Bbsus7
19,1,50,Fsus7
19,2,50,Fsus7
19,3,37,Fsus7
19,4,40,Fsus7
20,1,40,Fsus7
20,2,41,Fsus7
20,3,41,Fsus7
20,4,50,Fsus7
21,1,50,Csus7
21,2,37,Csus7
21,3,43,Csus7
21,4,37,Csus7
22,1,37,Bbsus7
22,2,42,Bbsus7
22,3,50,Bbsus7
22,4,37,Bbsus7
